topic,placeId,placeName,placeType,fips,region,date,body,confidence,sourceType,vendors,matchedTerms,tags,excerpt,sourceUrl
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-06-09,Board of Commissioners,high,ocr,,comprehensive plan; variance,comprehensive-plan; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-324-ws-20260608180046469714.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-06-09,Board of Commissioners,high,ocr,,conditional use,special-land-use,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5154,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-06-09,Board of Commissioners,high,legistar,,warehouse,development,"… Department of Watershed Management (DWM) to obtain construction services for renovations and installations at Roadhaven Warehouse and painting at the Scott Candler Plant. Awarded to The Home Depot, Inc.: Total Amount Not To Exceed: $1,166,690.27. Re …",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4478&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-06-09,Board of Commissioners,high,ocr,,warehouse,development,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8968,plainText=false)"
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-06-09,Mayor & Commission,high,ocr,,comprehensive plan; multifamily; rezon; subdivision; variance,comprehensive-plan; development; rezoning; variance,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_06092026-2985
land-use,banks,Banks County,county,13011,,2026-06-09,Board of Commissioners,high,ocr,,annex; conditional use,annexation; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-76478ac487be439790c9bb7964daf2c0.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-06-08,Zoning Committee,high,ocr,,apartment; mixed-use; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/6/6188_A_Zoning_Committee_26-06-08_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-06-08,City Council,high,ocr,,annex; apartment; subdivision,annexation; development,,https://legistar3.granicus.com/Columbus/meetings/2026/6/6190_A_Columbus_City_Council_26-06-08_Agenda.pdf
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-06-04,Planning Commission,high,ocr,,rezon,rezoning,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-fc83ae0ed7d04327a9452517060b6d77.pdf
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-06-04,Planning Commission,high,ocr,,future land use; rezon,comprehensive-plan; rezoning,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_06042026-2962
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-06-04,Board of Appeals,high,ocr,,variance,variance,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2928,plainText=false)"
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-06-03,Board of Commissioners,high,legistar,,multifamily; subdivision,development,"Request approval of a Sewer Easement Dedication of 2,997 square feet to Fulton County, a political subdivision of the State of Georgia, from Roger Howrey, for the purpose of constructing the 540 Sweet Birch Lane Project at 540 Swe …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6387&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-06-02,Board of Commissioners,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-40dd6199322944db9f7808a94ab7963b.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-06-02,Board of Commissioners,high,ocr,,conditional use; mixed use,development; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_06022026-969
land-use,gwinnett,Gwinnett County,county,13135,Atlanta Regional Commission,2026-06-02,Board of Commissioners,high,ocr,,mixed-use; subdivision,development,,https://www.gwinnettcounty.com/static/upload/bac/52/20260602/a_9567_2026.06.02___Business_Session_Agenda.pdf
land-use,gwinnett,Gwinnett County,county,13135,Atlanta Regional Commission,2026-06-02,Board of Commissioners,high,ocr,,mixed-use; subdivision,development,,https://www.gwinnettcounty.com/static/upload/bac/52/20260602/a_7322_2026.06.02___Work_Session_Agenda.pdf
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-06-02,Planning & Zoning,high,ocr,,rezon,rezoning,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7332,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-06-02,Committee of the Whole,high,legistar,,warehouse,development,"… Department of Watershed Management (DWM) to obtain construction services for renovations and installations at Roadhaven Warehouse and painting at the Scott Candler Plant. Awarded to The Home Depot, Inc.: Total Amount Not To Exceed: $1,166,690.27. Re …",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4476&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,coweta,Coweta County,county,13077,,2026-06-02,Board of Commissioners,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3467,plainText=false)"
land-use,columbia,Columbia County,county,13073,Central Savannah River Area,2026-06-02,Board of Commission,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,"https://columbiacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=13623,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-06-02,Planning Commission,high,ocr,,rezon; slup; townhome; variance,development; rezoning; special-land-use; variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8946,plainText=false)"
land-use,clayton,Clayton County,county,13063,Atlanta Regional Commission,2026-06-02,Board of Commissioners,high,ocr,,multi-family; subdivision,development,,https://claytoncountyga.primegov.com/Public/CompiledDocument?meetingTemplateId=5359&compileOutputType=1
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-06-02,Mayor & Commission,high,ocr,,annex; apartment; comprehensive plan; conditional use; future land use; land use plan; mixed use; mixed-use; multi-family; multifamily; rezon; subdivision; townhome; variance; warehouse,annexation; comprehensive-plan; development; rezoning; special-land-use; variance,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_06022026-2977
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-06-02,Planning Commission,high,granicus,,rezon; subdivision; variance; warehouse,development; rezoning; variance,"… g a rezoning of 3.944 +/- acres from General Commercial (GC) to Light Industrial (LI) for a contractor business, office warehouse, landscaping company and outside storage yard. The applicant is also requesting a concurrent variance to Article 10, Ta …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1555
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-06-02,Board of Commissioners,high,granicus,,rezon; subdivision; variance,development; rezoning; variance,"… w Trail 5, LLC (BOC Dist. 2). The applicant is requesting to rezone 6.872 +/- acres from R-80 to R-60 for a residential subdivision. 10.2 Modification of Zoning Conditions - Case #07-02-006 (Resolution 2007-R-008) - Beavers Road Tract (Arkan Homes) (B …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1553
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-06-02,Board of Commissioners,high,ocr,,conditional use,special-land-use,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2936,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-06-02,Board of Commissioners,high,ocr,,conditional use; multi-family; multifamily; variance,development; special-land-use; variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3550,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-06-02,Board of Commissioners,high,ocr,,conditional use; multi-family; multifamily; variance,development; special-land-use; variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3536,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-06-02,Planning Commission,high,ocr,,annex; conditional use; rezon,annexation; rezoning; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-e9987880983b4dbda058826d52936187.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-06-01,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/6/6185_A_Zoning_Committee_26-06-01_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-06-01,City Council,high,ocr,,annex; apartment; mixed-use; rezon; variance,annexation; development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/6/6187_A_Columbus_City_Council_26-06-01_Agenda.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-05-28,Board of Zoning Appeals,high,ocr,,mixed use; variance; warehouse,development; variance,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_05282026-968
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-05-28,Board of Zoning Appeals,high,ocr,,mixed use; variance; warehouse,development; variance,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_05282026-964
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-05-28,Board of Commissioners,high,ocr,,rezon; variance; warehouse,development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-323-vm-20260528160549594484.pdf
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-05-28,Board of Commissioners - Zoning Meeting,high,legistar,,land use permit; rezon; slup; special land use; subdivision,development; rezoning; special-land-use,"… r the development of single-family detached dwellings, to be developed as Phases 3 and 4 of the existing Champions Runs Subdivision, at 8277 Norris Lake Way. Ordinance",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4538&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,banks,Banks County,county,13011,,2026-05-27,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-cff51ee62e074a4c963d6c2eda73af9b.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-05-26,Planning Commission,high,ocr,,conditional use; future land use; mixed use; rezon; subdivision; townhome,comprehensive-plan; development; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_05262026-965
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-05-26,Planning Commission,high,ocr,,conditional use; future land use; mixed use; rezon; subdivision; townhome,comprehensive-plan; development; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_05262026-963
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-05-26,Board of Commissioners,high,ocr,,subdivision,development,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2529,plainText=false)"
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-05-26,Board of Commissioners,high,ocr,,rezon; variance; warehouse,development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-323-ws-20260522183236703589.pdf
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-05-26,Board of Commissioners,high,legistar,,annex,annexation,"… r and Educational Furniture. For use by the Department of Facilities Management (FM) to obtain furniture for the Maloof Annex Auditorium. Awarded to Exemplis LLC. Amount Not To Exceed: $240,000.00. Resolution",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4588&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,columbia,Columbia County,county,13073,Central Savannah River Area,2026-05-26,Public Works Services,high,ocr,,variance,variance,,"https://columbiacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=13591,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-05-26,Board of Commissioners,high,ocr,,annex,annexation,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8936,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-05-26,Board of Commissioners,high,ocr,,annex; subdivision,annexation; development,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-e897b794a83e4f6892f48a52e1d2b3bd.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-05-21,Board of Commissioners,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5113,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-05-21,Committee of the Whole,high,legistar,,annex,annexation,"… r and Educational Furniture. For use by the Department of Facilities Management (FM) to obtain furniture for the Maloof Annex Auditorium. Awarded to Exemplis LLC. Amount Not To Exceed: $240,000.00. Resolution",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4473&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,coweta,Coweta County,county,13077,,2026-05-21,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3435,plainText=false)"
land-use,columbia,Columbia County,county,13073,Central Savannah River Area,2026-05-21,Planning Commission,high,ocr,,conditional use; rezon,rezoning; special-land-use,,"https://columbiacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=13574,plainText=false)"
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2026-05-21,Planning Commission,high,granicus,,rezon; townhome; variance,development; rezoning; variance,"… ndividual lot split. e) Consideration of a text amendment to the Destination 211 Overlay District guidelines to clarify townhome requirements of section 89-1522 (b). VI. Adjournment BOARD OF COMMISSIONERS MEETING WILL BE HELD ON JUNE 09, 2026 AT 6: …",https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1121
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-05-20,Board of Commissioners,high,legistar,,warehouse,development,"… of the Classification and Compensation plan by adding the new title of Records and Documents Coordinator, Fulton County Warehouse (grade 12), and changing the salary range for the existing title of Senior Records Administrator to grade 22. (APPROVED …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6386&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-05-20,Mayor & Commission,high,ocr,,annex; apartment; comprehensive plan; conditional use; future land use; land use plan; mixed use; mixed-use; multi-family; multifamily; rezon; subdivision; townhome; variance; warehouse,annexation; comprehensive-plan; development; rezoning; special-land-use; variance,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_05202026-2960
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-05-20,Historic Preservation Commission,high,ocr,,apartment; mixed-use,development,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_05202026-2946
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-05-19,Board of Appeals,high,ocr,,variance,variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-f181a3856a664a85b893a338279bf01f.pdf
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-05-19,City Council,high,ocr,,annex; comprehensive plan; future land use; rezon; subdivision; variance; warehouse,annexation; comprehensive-plan; development; rezoning; variance,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2138&Inline=True
land-use,gwinnett,Gwinnett County,county,13135,Atlanta Regional Commission,2026-05-19,Board of Commissioners,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,https://www.gwinnettcounty.com/static/upload/bac/52/20260519/a_24555_2026.05.19___Public_Hearing_Agenda.pdf
land-use,coweta,Coweta County,county,13077,,2026-05-19,Board of Commissioners,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3427,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-05-19,Board of Commissioners,high,ocr,,land use permit; rezon; slup; variance; warehouse,development; rezoning; special-land-use; variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8895,plainText=false)"
land-use,clayton,Clayton County,county,13063,Atlanta Regional Commission,2026-05-19,Board of Commissioners,high,ocr,,conditional use; mixed use,development; special-land-use,,https://claytoncountyga.primegov.com/Public/CompiledDocument?meetingTemplateId=5351&compileOutputType=1
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-05-19,Board of Commissioners,high,granicus,,annex; variance,annexation; variance,"… 7, 2026. Affirm that a revised site plan is consistent with the February 17, 2026, approval. 10.2 City of Holly Springs Annexation - 790 Swan Lane. Consider annexation request from the City of Holly Springs for a parcel located at 790 Swan Lane. …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1531
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-05-19,Planning & Zoning,high,ocr,,conditional use,special-land-use,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2926,plainText=false)"
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-05-18,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/5/6183_A_Zoning_Committee_26-05-18_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-05-18,City Council,high,ocr,,annex,annexation,,https://legistar3.granicus.com/Columbus/meetings/2026/5/6184_A_Columbus_City_Council_26-05-18_Agenda.pdf
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-05-18,Planning & Zoning,high,ocr,,variance,variance,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7315,plainText=false)"
land-use,covington,City of Covington,city,,Broader Metropolitan Statistical Area,2026-05-18,City Council,high,ocr,,mixed use; rezon,development; rezoning,,https://cityofcovington.org/ckeditorfiles/files/2026_CityCouncil_0518_Minutes.pdf
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-05-14,Zoning Advisory Board,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2507,plainText=false)"
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-05-14,Board of Commissioners,high,ocr,,annex; comprehensive plan; rezon; subdivision; variance,annexation; comprehensive-plan; development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-322-vm-20260513194240886755.pdf
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-05-14,Mayor & Commission,high,ocr,,variance,variance,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_05142026-2958
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-05-14,Zoning Board of Appeals,high,granicus,,subdivision; variance,development; variance,"… ust (BOC Dist. 4) Applicant is seeking a variance to Article 5, Section 5.4, Access to Public Street and 5.5-2 Types of Subdivision to allow for a rural subdivision to be served by a shared easement and to allow an additional lot to be served by the e …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1527
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-05-13,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8891,plainText=false)"
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-05-12,Historic Preservation Commission,high,ocr,,mixed-use,development,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2140&Inline=True
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-05-12,Board of Commissioners,high,ocr,,rezon,rezoning,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5101,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-05-12,Board of Commissioners,high,ocr,,annex,annexation,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8881,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-05-12,Board of Commissioners,high,ocr,,annex; conditional use,annexation; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-ac6f1d74a14f4f1aa194fca1f974eba9.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-05-11,Zoning Committee,high,ocr,,rezon; variance,rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/5/6180_A_Zoning_Committee_26-05-11_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-05-11,City Council,high,ocr,,annex; apartment; rezon; variance,annexation; development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/5/6182_A_Columbus_City_Council_26-05-11_Agenda.pdf
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-05-11,Board of Commissioners,high,ocr,,comprehensive plan; rezon; subdivision; variance,comprehensive-plan; development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-322-ws-20260508204329598255.pdf
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-05-07,Planning Commission,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-0b1c76abd308478c9e9d3154ad73a631.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-05-07,Board of Commissioners,high,ocr,,annex; apartment; rezon; variance,annexation; development; rezoning; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5092,plainText=false)"
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-05-07,Planning Commission,high,ocr,,rezon; variance,rezoning; variance,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_05072026-2933
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-05-07,Board of Appeals,high,ocr,,variance,variance,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2922,plainText=false)"
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-05-06,Board of Commissioners,high,legistar,,multifamily; subdivision,development,"Request approval of a Resolution approving a Monthly Parking Agreement between Fulton County, Georgia, a political subdivision of the state of Georgia, and Legacy Parking Company, to provide parking for Superior Court Administration, the Clerk of …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6384&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,chatham,Chatham County,county,13051,Coastal Georgia,2026-05-06,Board of Commissioners,high,ocr,,annex; subdivision,annexation; development,,https://chathamcountyga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1736&Inline=True
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-05-05,Board of Commissioners,high,ocr,,annex; rezon; variance,annexation; rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-135a2d7305b4463aad259f5978df8d75.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-05-05,Board of Commissioners,high,ocr,,rezon,rezoning,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_05052026-957
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-05-05,Planning & Zoning,high,ocr,,rezon,rezoning,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7290,plainText=false)"
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-05-05,Board of Commissioners,high,ocr,,annex; apartment; rezon; townhome,annexation; development; rezoning,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7303,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-05-05,Planning Commission,high,legistar,,land use permit; rezon; slup; special land use; subdivision,development; rezoning; special-land-use,"… r the development of single-family detached dwellings, to be developed as Phases 3 and 4 of the existing Champions Runs Subdivision, at 8277 Norris Lake Way. Ordinance",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4531&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,coweta,Coweta County,county,13077,,2026-05-05,Board of Commissioners,high,ocr,,comprehensive plan,comprehensive-plan,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3346,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-05-05,Planning Commission,high,ocr,,land use permit; rezon; slup; warehouse,development; rezoning; special-land-use,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8868,plainText=false)"
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-05-05,Mayor & Commission,high,ocr,,annex; apartment; comprehensive plan; conditional use; future land use; land use plan; mixed use; mixed-use; multi-family; multifamily; rezon; subdivision; townhome; variance; warehouse,annexation; comprehensive-plan; development; rezoning; special-land-use; variance,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_05052026-2951
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-05-05,Planning Commission,high,granicus,,rezon; subdivision; variance,development; rezoning; variance,"… 17.6 +/- acres from AG and GC to RD-3 and a rezoning of 40.69 +/- acres from AG to RD-3 for a single-family residential subdivision. The applicant is also requesting concurrent variances to Article 7, Table 7.1A: Minimum District Development Standards …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1524
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-05-05,Board of Commissioners,high,granicus,,annex; mixed-use; multi-family; rezon; subdivision; variance,annexation; development; rezoning; variance,… d Barn from 2/17/2026. Affirm that a revised site plan is consistent with the February 17 approval. 10.4 City of Canton Annexation - 1763 Ball Ground Highway. Consider annexation request from the City of Canton for 0.684 +/- acres located on Bal …,https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1522
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-05-05,Board of Commissioners,high,ocr,,annex; conditional use; rezon,annexation; rezoning; special-land-use,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2919,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-05-05,Board of Commissioners,high,ocr,,mixed use; mixed-use; multi-family; subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3488,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-05-05,Board of Commissioners,high,ocr,,mixed use; mixed-use; multi-family; subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3484,plainText=false)"
