topic,placeId,placeName,placeType,fips,region,date,body,confidence,sourceType,vendors,matchedTerms,tags,excerpt,sourceUrl
data-center,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-12-04,City Council,high,ocr,,data center,,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2110&Inline=True
data-center,coweta,Coweta County,county,13077,,2025-12-04,Board of Commissioners,high,ocr,,data center,,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3036,plainText=false)"
data-center,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-11-18,City Council,high,ocr,,data center,,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2105&Inline=True
data-center,coweta,Coweta County,county,13077,,2025-11-18,Board of Commissioners,high,ocr,,data center,,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3023,plainText=false)"
data-center,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-11-06,City Council,high,ocr,,data center,,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2101&Inline=True
data-center,henry,Henry County,county,13151,Atlanta Regional Commission,2025-11-04,Board of Commissioners,high,ocr,,data center,,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2355,plainText=false)"
data-center,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-10-28,Planning Commission,high,ocr,,data center,,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2093&Inline=True
data-center,coweta,Coweta County,county,13077,,2025-10-21,Board of Commissioners,high,ocr,,data center,,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2962,plainText=false)"
data-center,coweta,Coweta County,county,13077,,2025-10-16,Board of Commissioners,high,ocr,,data center,,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2954,plainText=false)"
data-center,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-10-02,City Council,high,ocr,,data center,,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2094&Inline=True
data-center,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-09-23,Planning Commission,high,ocr,,data center,,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2092&Inline=True
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-10-14,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=10167,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-10-06,Planning Commission,high,ocr,,slup,special-land-use,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=10152,plainText=false)"
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-09-15,Board of Appeals,high,ocr,,variance,variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-5a11d16fe6c84a9588069c9f12c63df1.pdf
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-09-15,City Council,high,ocr,,variance,variance,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2163&Inline=True
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-09-15,Board of Commissioners,high,ocr,,slup,special-land-use,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=10206,plainText=false)"
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-09-15,Planning & Zoning,high,ocr,,conditional use,special-land-use,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3010,plainText=false)"
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-09-14,Zoning Committee,high,ocr,,rezon; variance,rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/9/6206_A_Zoning_Committee_26-09-14_Agenda.pdf
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-09-10,Zoning Advisory Board,high,ocr,,conditional use; rezon; subdivision; variance,development; rezoning; special-land-use; variance,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2631,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-09-10,Committee of the Whole,high,legistar,,rezon,rezoning,Commission District(s): 2 and 6 Application of Mohammad Alawneh to rezone property from O-I (Office-Institution) zoning district to C-1 (Local Commercial) zoning district to allow salon suites …,https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4488&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-09-10,Zoning Board of Appeals,high,granicus,,subdivision; variance,development; variance,… Table 5.4 Accessory Structure Standards to increase the maximum number of allowed accessory structures in an AG Platted Subdivision to 5 and a variance to Article 7 Section 24(b) to reduce the 75 ft setback for animal quarters. 2.4 Case #26-10-044V Ka …,https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&event_id=1180
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-09-09,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=10203,plainText=false)"
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-09-08,Board of Commissioners Board Meeting,high,ocr,,rezon; variance,rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-ce977a5ef5a9430eab33c2ceb54e17b1.pdf
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-09-08,Board of Commissioners,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-330-ws-20260904194953472673.pdf
land-use,coweta,Coweta County,county,13077,,2026-09-08,Board of Commissioners,high,ocr,,subdivision,development,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3633,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-09-08,Board of Commissioners,high,ocr,,annex,annexation,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=10194,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-09-08,Board of Commissioners,high,ocr,,annex; comprehensive plan,annexation; comprehensive-plan,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-877a1e52f5654c51ae9dc83c928fddff.pdf
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-09-03,Planning Commission,high,ocr,,rezon; subdivision,development; rezoning,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-d22ce9c5ef9b4bf3a4a26d1cf9df6f55.pdf
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-09-03,City Council,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2166&Inline=True
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-09-03,Board of Commissioners,high,ocr,,rezon; subdivision; variance; warehouse,development; rezoning; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5298,plainText=false)"
land-use,columbia,Columbia County,county,13073,Central Savannah River Area,2026-09-03,Planning Commission,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,"https://columbiacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=13784,plainText=false)"
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-09-03,Planning Commission,high,ocr,,future land use; rezon,comprehensive-plan; rezoning,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_09032026-3039
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-09-03,Board of Appeals,high,ocr,,variance,variance,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2997,plainText=false)"
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-09-02,Board of Commissioners,high,legistar,,multifamily; subdivision,development,"Request approval of a Water Vault Easement Dedication of 1,330 square feet to Fulton County, a political subdivision of the State of Georgia, from Brookside A Owner (GA), LLC, for the purpose of constructing the Brookside Village Phase …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6394&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-09-01,Board of Commissioners,high,ocr,,annex; rezon; subdivision; variance; warehouse,annexation; development; rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-a7cc0316a1f04a92abd7c379dc66ba55.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-09-01,Board of Commissioners,high,ocr,,annex; conditional use; future land use; rezon,annexation; comprehensive-plan; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_09012026-999
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-09-01,Board of Commissioners,high,ocr,,annex,annexation,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2634,plainText=false)"
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-09-01,Planning & Zoning,high,ocr,,rezon,rezoning,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7504,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-09-01,Planning Commission,high,legistar,,land use permit; land use plan; rezon; slup; special land use; subdivision; townhome,comprehensive-plan; development; rezoning; special-land-use,… ation of Director of Planning & Sustainability for a text amendment to Chapter 5: Small Area Plans of the Comprehensive Land Use Plan. This application is intended to incorporate Embry Hills-Presidential Parkway & Surrounding Communities Placemaking Str …,https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4534&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,columbia,Columbia County,county,13073,Central Savannah River Area,2026-09-01,Board of Commission,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,"https://columbiacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=13789,plainText=false)"
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-09-01,Mayor & Commission,high,ocr,,future land use; multifamily; rezon,comprehensive-plan; development; rezoning,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_09012026-3071
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-09-01,Planning Commission,high,granicus,,rezon; variance; warehouse,development; rezoning; variance,… es from County R-80 (Single-Family Residential) to City LI (Light Industrial) within the City of Ball Ground for a flex warehouse. 2.3 Case #26-09-020 - Karen Lance for Tony Little (BOC Dist. 1). The applicant is requesting to rezone 5.91 +/- acres …,https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1606
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-09-01,Board of Commissioners,high,granicus,,annex; rezon; subdivision; variance,annexation; development; rezoning; variance,… Article 12 to reduce the number of required parking spaces for a restaurant use to 30 spaces. 10.3 City of Ball Ground Annexation - 125 Roy Haynes Drive. Consider annexation request from the City of Ball Ground for a 1.0-acre parcel located at …,https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1604
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-09-01,Board of Commissioners,high,ocr,,variance,variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3691,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-09-01,Board of Commissioners,high,ocr,,variance,variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3685,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-09-01,Planning Commission,high,ocr,,annex; multi-family,annexation; development,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-ad86dac8e7284f51bde2eaa85c7bade5.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-08-31,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/8/6204_A_Zoning_Committee_26-08-31_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-08-31,City Council,high,ocr,,annex,annexation,,https://legistar3.granicus.com/Columbus/meetings/2026/8/6205_A_Columbus_City_Council_26-08-31_Agenda.pdf
land-use,chatham,Chatham County,county,13051,Coastal Georgia,2026-08-28,Board of Commissioners,high,ocr,,warehouse,development,,https://chathamcountyga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1746&Inline=True
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-08-27,Board of Zoning Appeals,high,ocr,,variance,variance,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_08272026-998
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-08-27,Board of Zoning Appeals,high,ocr,,variance,variance,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_08272026-995
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-08-27,Board of Commissioners,high,ocr,,comprehensive plan; rezon; subdivision; variance,comprehensive-plan; development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-329-vm-20260827200611174072.pdf
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-08-25,Planning Commission,high,ocr,,comprehensive plan; future land use; mixed use; rezon; subdivision; variance,comprehensive-plan; development; rezoning; variance,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2153&Inline=True
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-08-25,Planning Commission,high,ocr,,conditional use; future land use; rezon,comprehensive-plan; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_08252026-997
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-08-25,Planning Commission,high,ocr,,conditional use; future land use; rezon,comprehensive-plan; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_08252026-996
land-use,gwinnett,Gwinnett County,county,13135,Atlanta Regional Commission,2026-08-25,Board of Commissioners,high,ocr,,rezon; variance,rezoning; variance,,https://www.gwinnettcounty.com/static/upload/bac/52/20260825/a_86782_2026.08.25___AMENDED_Public_Hearing_Agenda.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-08-25,Board of Commissioners,high,ocr,,warehouse,development,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5290,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-08-25,Board of Commissioners,high,legistar,,land use permit; slup; special land use,special-land-use,"Commission District(s): 4 and 7 Application of Rooted in Christ Academy, LLC c/o Chiquita Stokes for a Special Land Use Permit (SLUP) for a child daycare facility for up to six children in the R-100 (Residential Medium Lot-100) zoning dist …",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4487&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,coweta,Coweta County,county,13077,,2026-08-25,Board of Commissioners,high,ocr,,comprehensive plan; conditional use; rezon; variance,comprehensive-plan; rezoning; special-land-use; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3605,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-08-25,Board of Commissioners,high,ocr,,annex; warehouse,annexation; development,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=10169,plainText=false)"
